,pageviews
2007-12-20,37
2007-12-21,35
2007-12-22,18
2007-12-23,34
2007-12-24,41
2007-12-25,15
2007-12-26,16
2007-12-27,20
2007-12-28,16
2007-12-29,34
2007-12-19,37
2007-12-18,42
2007-12-31,32
2007-12-30,28
2007-12-15,42
2007-12-14,46
2007-12-17,53
2007-12-16,44
2007-12-11,54
2007-12-10,75
2007-12-13,57
2007-12-12,50
2008-01-30,54
2008-01-16,43
2008-01-17,66
2008-01-14,49
2008-01-15,49
2008-01-12,49
2008-01-13,54
2008-01-10,65
2008-01-11,47
2008-01-18,39
2008-01-19,31
2008-01-29,52
2008-01-28,67
2008-01-27,36
2008-01-26,33
2008-01-25,34
2008-01-24,64
2008-01-23,58
2008-01-22,62
2008-01-21,61
2008-01-20,42
2008-01-05,37
2008-01-04,40
2008-01-07,55
2008-01-06,37
2008-01-01,36
2008-01-03,66
2008-01-02,40
2008-01-09,54
2008-01-08,41
2008-02-28,0
2008-02-26,75
2008-02-29,55
2008-02-01,68
2008-02-02,42
2008-02-03,45
2008-02-04,61
2008-02-05,49
2008-02-06,75
2008-02-07,77
2008-02-08,37
2008-02-09,43
2008-02-24,45
2008-02-25,83
2008-02-22,66
2008-02-23,65
2008-02-20,73
2008-02-21,79
2008-02-27,70
2008-02-17,63
2008-02-16,27
2008-02-15,48
2008-02-14,71
2008-02-13,67
2008-02-12,80
2008-02-11,72
2008-02-10,77
2008-02-19,78
2008-02-18,55
2008-03-14,52
2008-03-15,36
2008-03-16,53
2008-03-17,65
2008-03-10,69
2008-03-11,71
2008-03-12,81
2008-03-13,87
2008-03-18,81
2008-03-19,36
2008-03-30,57
2008-03-09,54
2008-03-31,82
2008-03-03,0
2008-03-02,65
2008-03-01,0
2008-03-07,74
2008-03-06,76
2008-03-05,68
2008-03-04,0
2008-03-21,41
2008-03-20,62
2008-03-23,33
2008-03-22,40
2008-03-25,127
2008-03-24,65
2008-03-27,76
2008-03-26,63
2008-03-29,36
2008-03-28,87
2008-03-08,40
2008-04-30,71
2008-04-15,66
2008-04-14,71
2008-04-17,90
2008-04-16,75
2008-04-11,70
2008-04-10,117
2008-04-13,46
2008-04-12,51
2008-04-19,50
2008-04-18,71
2008-04-28,82
2008-04-29,83
2008-04-20,53
2008-04-21,92
2008-04-22,100
2008-04-23,73
2008-04-24,68
2008-04-25,69
2008-04-26,49
2008-04-27,46
2008-04-06,50
2008-04-07,67
2008-04-04,65
2008-04-05,49
2008-04-02,99
2008-04-03,108
2008-04-01,102
2008-04-08,55
2008-04-09,95
2008-05-12,87
2008-05-13,81
2008-05-10,32
2008-05-11,49
2008-05-16,73
2008-05-31,26
2008-05-14,100
2008-05-15,78
2008-05-18,68
2008-05-19,70
2008-05-29,87
2008-05-28,87
2008-05-23,84
2008-05-22,66
2008-05-21,79
2008-05-20,75
2008-05-27,66
2008-05-26,65
2008-05-25,50
2008-05-24,47
2008-05-01,64
2008-05-03,50
2008-05-02,66
2008-05-05,57
2008-05-04,42
2008-05-07,69
2008-05-06,89
2008-05-09,55
2008-05-08,66
2008-05-17,46
2008-05-30,84
2008-06-21,42
2008-06-27,59
2008-06-24,48
2008-06-25,63
2008-06-13,64
2008-06-12,49
2008-06-11,59
2008-06-10,51
2008-06-17,67
2008-06-16,39
2008-06-15,37
2008-06-14,50
2008-06-30,50
2008-06-19,66
2008-06-18,56
2008-06-28,62
2008-06-29,24
2008-06-08,43
2008-06-09,69
2008-06-04,69
2008-06-05,55
2008-06-06,58
2008-06-07,59
2008-06-26,66
2008-06-01,0
2008-06-02,0
2008-06-03,72
2008-06-22,28
2008-06-23,37
2008-06-20,62
2008-07-10,41
2008-07-11,41
2008-07-12,34
2008-07-07,42
2008-07-06,23
2008-07-05,19
2008-07-04,40
2008-07-03,52
2008-07-02,28
2008-07-09,38
2008-07-08,51
2008-08-04,25
2008-08-31,36
2008-08-30,34
2008-08-11,38
2008-08-10,41
2008-08-13,50
2008-08-12,47
2008-08-15,44
2008-08-14,31
2008-08-17,36
2008-08-16,35
2008-08-19,39
2008-08-18,48
2008-08-05,37
2008-08-02,18
2008-08-03,22
2008-08-26,45
2008-08-01,24
2008-08-06,27
2008-08-21,36
2008-08-22,24
2008-08-23,25
2008-08-08,43
2008-08-09,22
2008-08-28,49
2008-08-29,33
2008-08-24,22
2008-08-25,36
2008-08-27,50
2008-08-20,38
2008-08-07,35
2008-09-02,41
2008-09-27,52
2008-09-26,74
2008-09-25,97
2008-09-24,108
2008-09-09,60
2008-09-22,117
2008-09-21,75
2008-09-20,41
2008-09-05,34
2008-09-23,68
2008-09-07,50
2008-09-06,34
2008-09-01,59
2008-09-03,55
2008-09-28,64
2008-09-08,57
2008-09-04,49
2008-09-30,119
2008-09-29,99
2008-09-18,57
2008-09-19,91
2008-09-16,83
2008-09-17,109
2008-09-14,73
2008-09-15,104
2008-09-12,93
2008-09-13,58
2008-09-10,94
2008-09-11,68
2008-10-09,119
2008-10-08,88
2008-10-03,66
2008-10-02,84
2008-10-01,110
2008-10-07,102
2008-10-06,104
2008-10-05,82
2008-10-04,70
2008-10-21,0
2008-10-20,46
2008-10-23,38
2008-10-22,0
2008-10-25,27
2008-10-24,53
2008-10-27,56
2008-10-26,49
2008-10-29,58
2008-10-28,56
2008-10-30,45
2008-10-31,50
2008-10-14,65
2008-10-15,53
2008-10-16,59
2008-10-17,60
2008-10-10,61
2008-10-11,42
2008-10-12,81
2008-10-13,95
2008-10-18,28
2008-10-19,65
2008-11-28,64
2008-11-07,38
2008-11-17,73
2008-11-16,69
2008-11-15,54
2008-11-14,64
2008-11-13,67
2008-11-12,84
2008-11-11,74
2008-11-10,78
2008-11-30,78
2008-11-19,68
2008-11-18,85
2008-11-26,71
2008-11-01,34
2008-11-02,34
2008-11-03,37
2008-11-04,66
2008-11-05,43
2008-11-06,53
2008-11-29,48
2008-11-08,43
2008-11-27,70
2008-11-24,80
2008-11-25,102
2008-11-22,96
2008-11-23,77
2008-11-20,74
2008-11-21,62
2008-11-09,83
2008-12-29,50
2008-12-28,36
2008-12-27,51
2008-12-26,60
2008-12-25,29
2008-12-24,39
2008-12-23,64
2008-12-22,40
2008-12-21,39
2008-12-20,56
2008-12-05,111
2008-12-04,88
2008-12-07,80
2008-12-06,79
2008-12-01,102
2008-12-03,81
2008-12-02,87
2008-12-09,90
2008-12-08,95
2008-12-30,62
2008-12-31,50
2008-12-16,77
2008-12-17,100
2008-12-14,74
2008-12-15,69
2008-12-12,77
2008-12-13,69
2008-12-10,81
2008-12-11,85
2008-12-18,65
2008-12-19,65
2009-01-29,95
2009-01-19,85
2009-01-18,64
2009-01-13,66
2009-01-12,72
2009-01-11,61
2009-01-10,61
2009-01-17,49
2009-01-16,92
2009-01-15,75
2009-01-14,64
2009-01-31,49
2009-01-30,76
2009-01-24,58
2009-01-22,73
2009-01-23,60
2009-01-20,81
2009-01-21,77
2009-01-27,73
2009-01-04,38
2009-01-05,81
2009-01-06,71
2009-01-07,54
2009-01-26,51
2009-01-01,50
2009-01-02,50
2009-01-25,68
2009-01-28,77
2009-01-03,38
2009-01-08,84
2009-01-09,76
2009-02-23,116
2009-02-08,121
2009-02-09,99
2009-02-22,87
2009-02-21,77
2009-02-20,90
2009-02-27,96
2009-02-26,92
2009-02-25,98
2009-02-24,77
2009-02-01,67
2009-02-03,94
2009-02-02,88
2009-02-05,106
2009-02-04,83
2009-02-07,62
2009-02-06,71
2009-02-28,92
2009-02-18,113
2009-02-19,114
2009-02-12,95
2009-02-13,70
2009-02-10,71
2009-02-11,108
2009-02-16,69
2009-02-17,62
2009-02-14,75
2009-02-15,61
2009-03-19,88
2009-03-18,84
2009-03-31,78
2009-03-30,84
2009-03-15,65
2009-03-14,61
2009-03-17,108
2009-03-16,115
2009-03-11,86
2009-03-10,52
2009-03-13,79
2009-03-12,93
2009-03-26,84
2009-03-27,56
2009-03-28,48
2009-03-29,50
2009-03-20,85
2009-03-21,65
2009-03-22,83
2009-03-23,108
2009-03-24,82
2009-03-25,73
2009-03-08,86
2009-03-09,106
2009-03-06,91
2009-03-07,77
2009-03-04,75
2009-03-05,95
2009-03-02,128
2009-03-03,124
2009-03-01,94
2009-04-09,76
2009-04-18,52
2009-04-19,55
2009-04-14,73
2009-04-15,71
2009-04-30,55
2009-04-17,56
2009-04-10,83
2009-04-11,53
2009-04-12,60
2009-04-13,69
2009-04-16,82
2009-04-03,88
2009-04-02,97
2009-04-01,128
2009-04-07,83
2009-04-06,96
2009-04-05,60
2009-04-04,51
2009-04-21,71
2009-04-20,71
2009-04-23,68
2009-04-22,71
2009-04-25,60
2009-04-24,52
2009-04-27,74
2009-04-26,77
2009-04-29,83
2009-04-28,103
2009-04-08,100
2009-05-08,76
2009-05-09,68
2009-05-01,57
2009-05-02,50
2009-05-03,60
2009-05-04,74
2009-05-05,85
2009-05-06,79
2009-05-07,99
2009-05-26,70
2009-05-27,65
2009-05-24,62
2009-05-25,81
2009-05-22,82
2009-05-23,56
2009-05-20,90
2009-05-21,105
2009-05-28,79
2009-05-29,81
2009-05-19,77
2009-05-18,83
2009-05-17,56
2009-05-16,50
2009-05-15,59
2009-05-14,110
2009-05-13,105
2009-05-12,65
2009-05-11,84
2009-05-10,80
2009-05-31,73
2009-05-30,48
2009-06-29,64
2009-06-28,41
2009-06-30,63
2009-06-18,93
2009-06-19,43
2009-06-16,70
2009-06-17,74
2009-06-14,58
2009-06-15,56
2009-06-12,49
2009-06-13,46
2009-06-10,98
2009-06-11,69
2009-06-23,85
2009-06-22,60
2009-06-27,62
2009-06-26,65
2009-06-25,66
2009-06-24,81
2009-06-09,68
2009-06-08,83
2009-06-21,46
2009-06-20,58
2009-06-05,78
2009-06-04,104
2009-06-07,70
2009-06-06,54
2009-06-01,83
2009-06-03,78
2009-06-02,83
2009-07-02,60
2009-07-03,71
2009-07-24,49
2009-07-01,57
2009-07-06,52
2009-07-07,57
2009-07-04,30
2009-07-05,33
2009-07-08,43
2009-07-09,53
2009-07-28,71
2009-07-26,44
2009-07-27,70
2009-07-20,46
2009-07-21,57
2009-07-25,42
2009-07-22,72
2009-07-23,43
2009-07-31,42
2009-07-30,43
2009-07-11,40
2009-07-10,55
2009-07-13,47
2009-07-12,53
2009-07-15,58
2009-07-14,59
2009-07-17,42
2009-07-16,55
2009-07-19,55
2009-07-18,43
2009-07-29,63
2009-08-07,43
2009-08-06,61
2009-08-05,58
2009-08-04,50
2009-08-03,50
2009-08-02,49
2009-08-01,29
2009-08-25,71
2009-08-24,82
2009-08-27,68
2009-08-26,71
2009-08-21,62
2009-08-20,54
2009-08-09,53
2009-08-08,51
2009-08-29,57
2009-08-28,52
2009-08-10,42
2009-08-11,76
2009-08-12,66
2009-08-13,91
2009-08-14,48
2009-08-15,55
2009-08-16,54
2009-08-17,55
2009-08-18,66
2009-08-19,57
2009-08-30,59
2009-08-31,76
2009-08-23,48
2009-08-22,35
2009-09-15,83
2009-09-04,78
2009-09-28,75
2009-09-29,74
2009-09-08,69
2009-09-09,73
2009-09-23,0
2009-09-22,68
2009-09-05,62
2009-09-20,63
2009-09-21,76
2009-09-26,0
2009-09-27,0
2009-09-02,73
2009-09-03,53
2009-09-07,49
2009-09-01,75
2009-09-24,66
2009-09-25,0
2009-09-13,70
2009-09-12,51
2009-09-11,73
2009-09-10,60
2009-09-17,153
2009-09-16,82
2009-09-06,59
2009-09-14,60
2009-09-30,75
2009-09-19,70
2009-09-18,52
2009-10-20,106
2009-10-21,131
2009-10-22,105
2009-10-23,80
2009-10-24,94
2009-10-25,80
2009-10-08,120
2009-10-09,133
2009-10-06,88
2009-10-07,102
2009-10-04,111
2009-10-05,86
2009-10-02,91
2009-10-03,64
2009-10-01,95
2009-10-26,130
2009-10-27,120
2009-10-28,119
2009-10-29,129
2009-10-19,81
2009-10-18,88
2009-10-31,73
2009-10-30,85
2009-10-15,0
2009-10-14,0
2009-10-17,50
2009-10-16,0
2009-10-11,83
2009-10-10,74
2009-10-13,78
2009-10-12,69
2009-11-23,58
2009-11-08,86
2009-11-18,114
2009-11-19,61
2009-11-12,91
2009-11-13,88
2009-11-10,75
2009-11-11,85
2009-11-16,86
2009-11-17,86
2009-11-14,74
2009-11-15,0
2009-11-29,69
2009-11-28,49
2009-11-30,91
2009-11-09,98
2009-11-22,0
2009-11-21,72
2009-11-20,71
2009-11-27,87
2009-11-26,68
2009-11-25,82
2009-11-24,89
2009-11-01,74
2009-11-03,99
2009-11-02,93
2009-11-05,107
2009-11-04,113
2009-11-07,76
2009-11-06,76
2009-12-04,103
2009-12-05,82
2009-12-06,73
2009-12-07,92
2009-12-26,36
2009-12-01,70
2009-12-02,102
2009-12-03,107
2009-12-28,48
2009-12-29,71
2009-12-08,74
2009-12-09,88
2009-12-22,50
2009-12-23,60
2009-12-20,33
2009-12-19,56
2009-12-21,61
2009-12-13,63
2009-12-12,92
2009-12-11,52
2009-12-10,90
2009-12-17,84
2009-12-16,72
2009-12-15,82
2009-12-14,103
2009-12-31,48
2009-12-30,38
2009-12-24,50
2009-12-25,35
2009-12-18,50
2009-12-27,41
2010-01-31,86
2010-01-30,50
2010-01-11,54
2010-01-10,97
2010-01-13,85
2010-01-12,64
2010-01-15,91
2010-01-14,65
2010-01-17,58
2010-01-16,68
2010-01-19,83
2010-01-18,82
2010-01-05,69
2010-01-22,99
2010-01-02,46
2010-01-25,82
2010-01-27,105
2010-01-20,81
2010-01-21,97
2010-01-24,0
2010-01-03,65
2010-01-26,78
2010-01-01,41
2010-01-06,84
2010-01-07,61
2010-01-04,58
2010-01-23,0
2010-01-08,56
2010-01-09,72
2010-01-28,72
2010-01-29,61
2010-02-28,71
2010-02-03,86
2010-02-02,58
2010-02-01,86
2010-02-07,91
2010-02-06,85
2010-02-05,77
2010-02-04,89
2010-02-21,100
2010-02-20,70
2010-02-09,123
2010-02-08,0
2010-02-25,107
2010-02-24,103
2010-02-27,88
2010-02-26,83
2010-02-23,0
2010-02-22,166
2010-02-18,84
2010-02-19,59
2010-02-14,52
2010-02-15,88
2010-02-16,81
2010-02-17,67
2010-02-10,110
2010-02-11,85
2010-02-12,84
2010-02-13,59
2010-03-19,68
2010-03-18,121
2010-03-17,122
2010-03-16,96
2010-03-15,108
2010-03-14,113
2010-03-13,82
2010-03-12,87
2010-03-11,88
2010-03-10,100
2010-03-31,89
2010-03-30,88
2010-03-08,66
2010-03-09,90
2010-03-01,75
2010-03-02,93
2010-03-03,64
2010-03-04,62
2010-03-05,59
2010-03-06,80
2010-03-07,73
2010-03-26,76
2010-03-27,93
2010-03-24,78
2010-03-25,73
2010-03-22,81
2010-03-23,68
2010-03-20,89
2010-03-21,97
2010-03-28,62
2010-03-29,89
2010-04-09,64
2010-04-22,104
2010-04-21,108
2010-04-20,79
2010-04-27,93
2010-04-26,99
2010-04-25,86
2010-04-24,81
2010-04-01,89
2010-04-03,59
2010-04-02,85
2010-04-05,47
2010-04-04,47
2010-04-07,98
2010-04-06,66
2010-04-28,105
2010-04-30,66
2010-04-18,54
2010-04-19,88
2010-04-12,80
2010-04-13,114
2010-04-10,75
2010-04-11,71
2010-04-16,73
2010-04-17,70
2010-04-14,92
2010-04-15,81
2010-04-23,98
2010-04-29,83
2010-04-08,63
2010-05-26,103
2010-05-27,94
2010-05-28,71
2010-05-19,70
2010-05-18,82
2010-05-31,93
2010-05-29,56
2010-05-15,82
2010-05-14,71
2010-05-17,78
2010-05-16,85
2010-05-11,93
2010-05-10,93
2010-05-13,77
2010-05-12,73
2010-05-20,107
2010-05-21,80
2010-05-22,72
2010-05-23,64
2010-05-24,95
2010-05-25,94
2010-05-08,59
2010-05-09,50
2010-05-06,108
2010-05-07,74
2010-05-04,121
2010-05-05,86
2010-05-02,95
2010-05-03,97
2010-05-01,75
2010-05-30,57
2010-06-09,112
2010-06-08,81
2010-06-07,79
2010-06-06,82
2010-06-05,70
2010-06-04,56
2010-06-03,122
2010-06-02,106
2010-06-01,78
2010-06-25,48
2010-06-24,62
2010-06-27,20
2010-06-26,0
2010-06-21,73
2010-06-20,60
2010-06-23,61
2010-06-22,58
2010-06-29,64
2010-06-28,0
2010-06-18,54
2010-06-19,58
2010-06-10,117
2010-06-11,62
2010-06-12,19
2010-06-13,13
2010-06-14,13
2010-06-15,51
2010-06-16,72
2010-06-17,73
2010-06-30,64
2010-07-31,67
2010-07-30,69
2010-07-23,82
2010-07-04,51
2010-07-20,74
2010-07-21,78
2010-07-01,94
2010-07-24,67
2010-07-25,95
2010-07-22,103
2010-07-05,0
2010-07-06,107
2010-07-07,0
2010-07-26,131
2010-07-27,73
2010-07-02,59
2010-07-03,44
2010-07-28,90
2010-07-29,86
2010-07-08,0
2010-07-09,0
2010-07-19,38
2010-07-18,47
2010-07-13,50
2010-07-12,61
2010-07-11,55
2010-07-10,0
2010-07-17,50
2010-07-16,49
2010-07-15,51
2010-07-14,52
2010-08-16,101
2010-08-17,70
2010-08-14,60
2010-08-15,70
2010-08-12,89
2010-08-13,71
2010-08-10,76
2010-08-11,74
2010-08-18,79
2010-08-19,113
2010-08-29,74
2010-08-28,63
2010-08-27,96
2010-08-26,92
2010-08-25,70
2010-08-24,89
2010-08-23,71
2010-08-22,60
2010-08-21,61
2010-08-20,87
2010-08-05,89
2010-08-04,113
2010-08-07,78
2010-08-06,64
2010-08-01,54
2010-08-03,81
2010-08-02,65
2010-08-09,73
2010-08-08,75
2010-08-30,76
2010-08-31,108
2010-09-19,113
2010-09-18,80
2010-09-30,113
2010-09-25,91
2010-09-11,63
2010-09-10,85
2010-09-13,96
2010-09-12,71
2010-09-15,85
2010-09-14,105
2010-09-17,89
2010-09-16,102
2010-09-27,119
2010-09-06,108
2010-09-07,85
2010-09-04,92
2010-09-23,93
2010-09-08,102
2010-09-09,81
2010-09-28,126
2010-09-29,131
2010-09-24,92
2010-09-03,85
2010-09-26,84
2010-09-01,124
2010-09-20,96
2010-09-21,109
2010-09-22,111
2010-09-05,103
2010-09-02,125
2010-10-24,80
2010-10-25,108
2010-10-28,142
2010-10-29,82
2010-10-08,98
2010-10-09,61
2010-10-22,81
